iso3,year,education_share,health_social_share,education_health_share,manufacturing_share
PER,2018,4.735201138623528,2.48886088765869,7.224062026282217,8.78511854039395
PER,2019,5.004031726524354,2.5721419187768615,7.576173645301216,8.61817922211021
PER,2020,4.359719979423294,2.3527307743988817,6.712450753822175,8.262163492039049
PER,2021,4.3262136715377775,2.572228733130339,6.898442404668117,8.369478759261517
PRY,1998,5.60683871971859,2.134785684749344,7.7416244044679345,12.061956188370983
PRY,1999,5.5032568739928065,2.1365915949729732,7.63984846896578,11.775554310574423
PRY,2000,4.971675270109552,1.961584977961273,6.933260248070825,10.635414335607189
PRY,2001,4.874513515438843,1.964789445653538,6.839302961092381,10.441433098347538
PRY,2002,4.834275522011837,1.9880058275659596,6.822281349577796,10.347270846692266
PRY,2003,5.2564311496509974,2.203479137575265,7.459910287226263,10.898044725252849
PRY,2004,4.980914298690897,2.1276819608009903,7.108596259491888,11.412315592932481
PRY,2005,5.205274013795864,2.2587883832762565,7.464062397072121,9.736709952339847
PRY,2006,5.158356512853442,2.277186633248759,7.4355431461022015,10.51808487695633
PRY,2007,5.069719364909314,2.2835393667506425,7.353258731659957,12.15447902978766
PRY,2008,5.314047331279972,2.439219527726877,7.753266859006849,12.362527129062862
PRY,2009,4.880219746749406,2.266038162322121,7.146257909071527,11.185835728564353
PRY,2010,5.1489120868316105,2.433345883564234,7.582257970395844,11.23061808688117
PRY,2011,5.1653437061868175,2.475148371862581,7.640492078049398,10.65505381835247
PRY,2012,5.190796177456922,2.5169403884253003,7.707736565882222,10.64463725883481
PRY,2013,5.753648791417097,2.843419712096553,8.59706850351365,10.101293724991775
PRY,2014,5.382336356072141,2.7040440534945787,8.08638040956672,11.395241620119428
PRY,2015,5.776732725807237,2.9512200718819828,8.72795279768922,12.421441827511924
PRY,2016,5.491130102162001,2.858697814866399,8.3498279170284,11.160470555188754
PRY,2017,5.446513914945054,2.8875873698994843,8.33410128484454,11.164916297769668
PRY,2018,5.697406042008138,3.0689845676911234,8.766390609699261,11.026874315966968
PRY,2019,5.88010926477444,3.217711475755112,9.097820740529553,10.43287241269927
PRY,2020,5.818638154459581,3.3306764660896717,9.149314620549253,10.399195951540852
PRY,2021,5.74836432256457,3.267876724370171,9.016241046934741,10.672281449084362
SLV,1998,2.7974650740923974,1.6341790939288998,4.431644168021297,19.126440031097605
SLV,1999,3.096385819510364,1.8351597708023375,4.931545590312702,19.221118806676365
SLV,2000,2.837421127596827,1.8290315844646532,4.66645271206148,19.132820496290595
SLV,2001,3.3975165835001646,1.8591074790091733,5.256624062509338,18.047255505423255
